Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),SPACE1-1:Zone Operative Temperature [C](Hourly),SPACE2-1:Zone Operative Temperature [C](Hourly),SPACE3-1:Zone Operative Temperature [C](Hourly),SPACE4-1:Zone Operative Temperature [C](Hourly),SPACE5-1:Zone Operative Temperature [C](Hourly),SPACE1-1:Zone People Occupant Count [](Hourly),SPACE2-1:Zone People Occupant Count [](Hourly),SPACE3-1:Zone People Occupant Count [](Hourly),SPACE4-1:Zone People Occupant Count [](Hourly),SPACE5-1:Zone People Occupant Count [](Hourly),SPACE1-1:Zone Lights Total Heating Rate [W](Hourly),SPACE2-1:Zone Lights Total Heating Rate [W](Hourly),SPACE3-1:Zone Lights Total Heating Rate [W](Hourly),SPACE4-1:Zone Lights Total Heating Rate [W](Hourly),SPACE5-1:Zone Lights Total Heating Rate [W](Hourly),SPACE1-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE2-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE3-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE4-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE5-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE1-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE2-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE3-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE4-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE5-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),space1,space2,space3,space4,space5,SPACE1-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE2-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE3-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE4-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE5-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE1-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE1-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE1-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE2-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE3-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE4-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE5-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE1-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE2-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE3-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE4-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE5-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly)
 02/28  09:00:00,10.5125,22.33432032,22.94966471,22.44820357,22.4212648,22.54331161,11,5,11,5,20,1425.6,615.6,1425.6,615.6,2667.6,422.4,182.4,422.4,182.4,790.4,0,0,0,0,0,543.389637,-275.7058268,252.9103329,651.3630689,-381.4458324,0,0,0,0,0,0,506.4016489,0,487.004037,0,651.8283475,0,253.3756115,0,1615.192805,1049.791286,211.2982102,904.7386804,441.8969302,1233.746973,0,0,0,0,0
 02/28  10:00:00,10.15,22.65238903,23.32969768,22.80053702,22.79647092,22.81583745,11,5,11,5,20,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-854.1699691,-743.0693698,-1103.155266,-340.9963809,-2486.0834,0,0,0,0,0,0,1228.400593,0,743.0693698,0,1353.123368,0,590.9644822,0,2710.330408,374.2306243,0,249.9681013,125.1642986,224.2470081,0,0,0,0,0
 02/28  11:00:00,10.5625,23.04520945,24.51049345,23.2223174,23.20698016,23.04880564,11,5,11,5,20,1584,684,1584,684,2964,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1461.375792,-1123.625677,-1566.593873,-696.8781905,-2860.238574,0,0,0,0,0,0,1513.411914,0,946.1806488,0,1577.135518,0,707.4198356,0,2867.213916,52.03612217,0,10.54164517,7.052795192,6.975342104,0,177.4450282,0,0,0
 02/28  12:00:00,11.525,23.4046054,24.80809624,23.62292702,23.60561802,23.26115577,8.8,4,8.8,4,16,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1484.680704,-1361.035263,-1508.735769,-682.3210893,-2686.941127,0,0,0,0,0,0,1484.680704,0,1029.352688,0,1508.735769,0,682.3210893,0,2686.941127,0,0,0,0,0,0,331.6825748,0,0,0
 02/28  13:00:00,12.4625,23.78134467,24.84647378,23.69143902,23.7307841,23.18469022,4.4,2,4.4,2,8,1267.2,547.2,1267.2,547.2,2371.2,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1385.109759,-1230.815934,-1359.234977,-606.1653784,-2380.567491,0,0,0,0,0,0,1385.109759,0,936.7102966,0,1359.234977,0,606.1653784,0,2389.830939,0,0,0,0,9.26344752,0,294.1056375,0,0,0
 02/28  14:00:00,12.675,24.43919782,24.51992645,23.90367347,23.95475413,23.57512891,8.8,4,8.8,4,16,1425.6,615.6,1425.6,615.6,2667.6,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-2295.913071,-1128.004425,-1412.480836,-644.7429855,-2527.761883,0,0,0,0,0,0,1857.822775,0,878.9630603,0,1412.480836,0,644.7429855,0,2527.761883,0,0,0,0,0,438.0902963,249.0413649,0,0,0
 02/28  15:00:00,12.475,24.95992027,24.33689793,24.03328911,24.22052052,23.89734313,11,5,11,5,20,1584,684,1584,684,2964,844.8,364.8,844.8,364.8,1580.8,0,0,0,0,0,-3527.810101,-969.2089867,-1515.713001,-785.6824179,-2717.522703,0,0,0,0,0,0,2479.960693,0,805.1903288,0,1475.105999,0,745.0754159,0,2670.615131,0,0,0,0,0,1047.849407,164.0186579,40.60700198,104.8890342,46.90757153
 02/28  16:00:00,12.275,25.3429341,24.22761227,23.97897685,24.61008139,23.991461,11,5,11,5,20,1584,684,1584,684,2964,739.2,319.2,739.2,319.2,1383.2,0,0,0,0,0,-4415.651171,-780.6698691,-1437.814603,-908.8687373,-2662.530883,0,0,0,0,0,0,2936.730908,0,716.5958811,0,1437.814603,0,908.8687373,0,2662.530883,0,0,0,0,0,1478.920263,64.07398798,0,259.2640667,0
 02/28  17:00:00,11.6375,25.35082784,23.89697511,23.55375041,24.85945832,23.82903817,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-4152.782302,-646.2406773,-1420.369623,-978.4921586,-2705.627612,0,0,0,0,0,0,2845.592731,0,646.2406773,0,1420.369623,0,978.4921586,0,2705.627612,0,0,0,0,0,1307.189571,0,0,292.2659416,0
 02/28  18:00:00,10.675,24.750585,23.36985025,23.12967212,24.57777522,23.59074549,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-2583.865708,-614.2354076,-1127.697268,-657.7803022,-2853.650154,0,0,0,0,0,0,2117.210786,0,643.239507,0,1326.654676,0,856.7377102,0,2853.650154,0,29.00409944,198.957408,0,0,466.6549214,0,0,123.4176905,0
 02/28  19:00:00,9.7375,23.32405561,22.89456423,22.77249183,23.31373126,23.17441127,5.5,2.5,5.5,2.5,10,950.4,410.4,950.4,410.4,1778.4,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-203.8333609,243.2104652,737.2077621,780.3088922,-162.2179205,0,0,0,0,0,0,921.658042,0,248.5049986,0,456.3618713,0,413.2607412,0,1590.066828,717.8246812,491.7154637,1193.569633,309.2212678,1427.848907,0,0,0,0,0
 02/28  20:00:00,9.15,22.7546472,22.5857525,22.49637016,22.77274844,22.91363376,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,1455.828854,778.9212499,1856.896078,1724.845231,1676.02866,0,0,0,0,0,0,133.7405641,14.10684853,11.72452174,70.00518069,3.283761148,0,65.32942791,0,738.3588573,1589.569418,776.5389231,1790.174659,705.7261268,2414.387517,0,0,0,0,0
 02/28  21:00:00,8.8125,22.47442603,22.41627273,22.3473095,22.50317898,22.76551274,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,1968.320512,967.3205826,2223.812631,2038.836727,2053.121018,0,0,0,0,0,101.5315818,0,87.0293476,0,229.175752,0,44.19984852,0,0,587.9024818,1866.78893,880.291235,1994.636879,834.4539888,2641.023499,0,0,0,0,0
 02/28  22:00:00,8.7625,21.4089414,21.38433294,21.27486955,21.46615423,22.18956426,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-329777.7087,-145129.5835,-326564.8066,-147398.3705,-637343.0117,0,0,0,0,0,329777.7087,145129.5835,326564.8066,147398.3705,637343.0117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/28  23:00:00,8.8625,20.49512614,20.4964876,20.36265334,20.55858394,21.53955188,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-279991.7013,-123672.1031,-276486.741,-125631.2357,-556838.1378,0,0,0,0,0,279991.7013,123672.1031,276486.741,125631.2357,556838.1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 02/28  24:00:00,8.9625,20.12110543,20.11670065,20.01122543,20.15431903,21.2021793,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-245777.8814,-108438.0523,-243016.4902,-109937.3077,-490949.97,0,0,0,0,0,245777.8814,108438.0523,243016.4902,109937.3077,490949.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/01  01:00:00,9.0625,19.90757106,19.8970661,19.81736074,19.91954436,21.00218081,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-131532.9464,-58872.61107,-129440.3173,-60036.84026,-275647.058,0,0,0,0,0,131532.9464,58872.61107,129440.3173,60036.84026,275647.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/01  02:00:00,9.1625,19.79283874,19.77656486,19.71670045,19.79034052,20.88494443,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-70679.93597,-32311.30049,-69088.37497,-33239.6936,-159167.4054,0,0,0,0,0,70679.93597,32311.30049,69088.37497,33239.6936,159167.4054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/01  03:00:00,9.2625,19.71780975,19.69338736,19.64437169,19.70203786,20.80666573,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-63522.87894,-28875.58336,-62145.96298,-29637.86728,-143051.7451,0,0,0,0,0,63522.87894,28875.58336,62145.96298,29637.86728,143051.7451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/01  04:00:00,9.3625,19.6655715,19.63990192,19.60140326,19.64579808,20.74956578,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-55566.16108,-25176.42214,-54489.50063,-25802.05407,-125213.5806,0,0,0,0,0,55566.16108,25176.42214,54489.50063,25802.05407,125213.5806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/01  05:00:00,9.775,19.67357671,19.64914214,19.62715095,19.65473812,20.71440509,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-35800.53937,-16327.79399,-35169.95645,-16781.31643,-82420.85963,0,0,0,0,0,35800.53937,16327.79399,35169.95645,16781.31643,82420.85963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/01  06:00:00,9.625,19.71404951,19.69341612,19.67753487,19.69448898,20.71170608,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-12011.37936,-5453.784272,-11839.4813,-5592.111128,-27130.95357,0,0,0,0,0,12011.37936,5453.784272,11839.4813,5592.111128,27130.95357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/01  07:00:00,9.4,19.72892413,19.71709296,19.7030437,19.71684691,20.7223622,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/01  08:00:00,9.775,21.63113437,21.65350745,21.63911965,21.6538767,22.0031248,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,5098.639486,2336.738463,5027.369165,4137.039635,6503.006113,0,0,0,0,0,1712.847679,0.387443838,795.2434187,9.233698143,1680.899107,4.057198963,801.0034463,14.49106835,1740.749757,5.451865849,3386.179251,1550.728742,3350.527257,1552.334059,4767.708221,0,0,0,0,0
 03/01  09:00:00,10,22.22243278,22.27951601,22.26898098,22.27979023,22.50614058,11,5,11,5,20,1425.6,615.6,1425.6,615.6,2667.6,422.4,182.4,422.4,182.4,790.4,0,0,0,0,0,927.6317707,401.5608215,778.5763265,1037.652242,-103.0148222,0,0,0,0,0,0,348.7399585,0,164.0191606,0,423.3814278,0,164.3055128,0,1538.168147,1276.371729,565.5799821,1201.957754,562.3773409,1435.153325,0,0,0,0,0
 03/01  10:00:00,10,22.52478124,22.67282335,22.61692496,22.63334635,22.76673713,11,5,11,5,20,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-576.5416342,-354.1712782,-780.344196,-101.6751137,-2300.995008,0,0,0,0,0,0,1101.078007,0,541.9044217,0,1203.110834,0,524.441752,0,2638.565152,524.5363725,187.7331435,422.7666383,202.1928962,337.5701443,0,0,0,0,0
 03/01  11:00:00,10,22.84787957,23.49362196,22.94006145,22.9532951,22.93523777,11,5,11,5,20,1584,684,1584,684,2964,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1203.818702,-740.6625756,-1348.909301,-520.781107,-2794.430562,0,0,0,0,0,0,1415.037594,0,754.6642388,0,1487.781823,0,659.6536291,0,2885.913416,211.2188924,14.00166328,138.8725222,67.09190946,91.48285405,0,0,0,0,0
 03/01  12:00:00,11.0625,23.398869,24.98114221,23.29397065,23.29169624,23.08478126,8.8,4,8.8,4,16,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1519.281456,-1495.086954,-1499.243456,-667.4170458,-2677.93924,0,0,0,0,0,0,1530.985812,0,1115.59326,0,1512.980311,0,681.1539009,0,2715.330038,11.70435589,0,13.7368551,6.453613488,37.39079745,0,379.4936936,0,0,0
 03/01  13:00:00,13.7625,24.11084812,25.07510611,23.73339485,23.71446537,23.26090539,4.4,2,4.4,2,8,1267.2,547.2,1267.2,547.2,2371.2,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1558.018749,-1580.151711,-1248.132306,-563.7009886,-2178.583789,0,0,0,0,0,0,1413.950066,0,1075.566358,0,1246.57991,0,562.1485922,0,2178.583789,0,0,0,0,0,144.0686822,504.5853533,1.552396343,0,0
 03/01  14:00:00,16.375,24.82478945,24.79249224,24.16321264,24.17871362,23.83102327,8.8,4,8.8,4,16,1425.6,615.6,1425.6,615.6,2667.6,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-3602.682252,-1638.119432,-2183.5592,-1318.895204,-3136.741256,0,0,0,0,0,0,2273.312404,0,1028.930552,0,1564.745171,0,700.081175,0,2440.062567,0,0,0,0,0,1329.369848,609.18888,618.8140288,278.658237,696.678689
 03/01  15:00:00,19.325,25.41620543,24.67149088,24.34642961,24.51592696,24.03464934,11,5,11,5,20,1584,684,1584,684,2964,844.8,364.8,844.8,364.8,1580.8,0,0,0,0,0,-5750.801545,-1737.778977,-3076.777726,-2152.073552,-4580.004118,0,0,0,0,0,0,3128.527361,0,993.2262689,0,1822.300262,0,897.5960874,0,2815.887855,0,0,0,0,0,2622.274184,744.5527078,1254.477464,652.0922299,1764.116263
 03/01  16:00:00,20.225,25.64781694,24.60120789,24.40558635,24.91016385,24.14877269,11,5,11,5,20,1584,684,1584,684,2964,739.2,319.2,739.2,319.2,1383.2,0,0,0,0,0,-6581.53486,-1653.882548,-3189.809798,-2458.81941,-4844.793754,0,0,0,0,0,0,3442.170811,0,925.1936913,0,1821.493294,0,1090.502905,0,2844.181903,0,0,0,0,0,3139.364049,728.6888571,1368.316504,897.1472081,2000.611851
 03/01  17:00:00,18.625,25.42243673,24.43048001,24.29219578,25.00750823,24.1902758,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-5313.854982,-1253.500265,-2451.167369,-1980.462593,-4044.809238,0,0,0,0,0,0,2976.786985,0,771.3314457,0,1554.20678,0,1083.502005,0,2629.649301,0,0,0,0,0,2337.067996,482.1688192,896.9605881,797.0596039,1415.159937
 03/01  18:00:00,16.05,24.81768155,24.2106216,24.10121415,24.69136942,24.17595689,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-3352.271068,-863.3057809,-1696.080826,-1274.084592,-3398.151152,0,0,0,0,0,0,2169.248203,0,650.9046794,0,1340.863837,0,918.8676029,0,2605.131221,0,0,0,0,0,1183.022865,212.4011015,355.2169888,483.3381165,793.0199306
 03/01  19:00:00,13.25,23.68392146,23.3802256,23.24704074,23.70324656,23.48888982,5.5,2.5,5.5,2.5,10,950.4,410.4,950.4,410.4,1778.4,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-919.6573552,-308.3254643,-509.2211469,-135.13237,-1586.317368,0,0,0,0,0,0,1070.941189,0,414.9391931,0,852.5436922,0,478.4549154,0,1911.494219,151.2838335,106.6137288,343.3225454,47.80656272,325.176851,0,0,0,0,0
 03/01  20:00:00,12.8875,23.01563858,22.91275053,22.83815531,23.03159403,23.11131938,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,475.4420589,299.1027855,769.9403573,838.3398868,418.772807,0,0,0,0,0,0,391.7167208,0,131.9353466,0,244.6432113,0,176.2436818,0,944.9369692,867.1587797,431.0381321,1014.583569,382.5431506,1363.709776,0,0,0,0,0
 03/01  21:00:00,12.3,22.72987463,22.68832865,22.6288263,22.75001859,22.95051096,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,1003.839857,491.128003,1150.630472,1168.79951,934.8849776,0,0,0,0,0,0,164.9581154,0,52.99242675,0,91.68709295,0,73.51805442,0,754.624202,1168.797973,544.1204298,1242.317565,520.5218984,1689.50918,0,0,0,0,0
 03/01  22:00:00,11.325,21.90381721,21.88901753,21.79406705,21.94471877,22.52334225,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-194250.6454,-86066.40799,-192889.4801,-87304.2491,-372963.2541,0,0,0,0,0,194250.6454,86066.40799,192889.4801,87304.2491,372963.2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/01  23:00:00,11.475,21.1366689,21.13030537,21.02178695,21.17487429,22.06796288,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-88926.81398,-39523.46858,-87982.83077,-40128.93146,-178638.2343,0,0,0,0,0,88926.81398,39523.46858,87982.83077,40128.93146,178638.2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/01  24:00:00,11.325,20.78486107,20.76098732,20.67429917,20.78733181,21.75488991,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-77491.75078,-34373.97649,-76673.03479,-34845.65509,-156080.6995,0,0,0,0,0,77491.75078,34373.97649,76673.03479,34845.65509,156080.6995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  01:00:00,11.1,20.52537754,20.49434497,20.4236466,20.50659459,21.5066805,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-34474.37512,-15254.94007,-34152.03146,-15433.29686,-69086.30884,0,0,0,0,0,34474.37512,15254.94007,34152.03146,15433.29686,69086.30884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  02:00:00,10.7875,20.34775547,20.30298721,20.24823371,20.31106969,21.33550261,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  03:00:00,10.9125,20.19884354,20.1456911,20.10155282,20.15053121,21.18330074,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  04:00:00,10.4125,20.06555437,20.00937168,19.9707351,20.01220712,21.05782035,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  05:00:00,9.625,19.92238374,19.87036967,19.8308868,19.87201087,20.95231134,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  06:00:00,9.4,19.81402811,19.76343586,19.72776282,19.76438236,20.86085198,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  07:00:00,10.4625,19.74918889,19.81594244,19.72127333,19.70714983,20.75691384,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-100838.9247,-45181.06994,-100614.666,-45204.28666,-202839.0364,0,0,0,0,0,100838.9247,45181.06994,100614.666,45204.28666,202839.0364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  08:00:00,11.475,19.92018709,21.63356335,20.31621589,19.90395269,20.7141398,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-81894.5457,-42111.72007,-85181.44179,-37032.88373,-163852.5939,0,0,0,0,0,81894.5457,42111.72007,85181.44179,37032.88373,163852.5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  09:00:00,13.075,20.36100249,24.02222394,20.76850306,20.35802245,20.82263516,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-49646.87186,-32954.91695,-52499.13028,-22729.48979,-96413.72049,0,0,0,0,0,49646.87186,32954.91695,52499.13028,22729.48979,96413.72049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  10:00:00,14.9625,21.03245614,26.35037167,21.30058312,20.98151783,21.00886569,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-55120.12324,-48319.58559,-57774.44372,-25450.06401,-99629.98198,0,0,0,0,0,55120.12324,48319.58559,57774.44372,25450.06401,99629.98198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  11:00:00,15.6,21.76979614,27.53465206,21.8762663,21.6022887,21.28399574,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-56433.62202,-55001.14664,-57813.67664,-25584.70956,-91956.22185,0,0,0,0,0,56433.62202,55001.14664,57813.67664,25584.70956,91956.22185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  12:00:00,16.2875,22.48693999,27.87041384,22.40561051,22.18635561,21.61125102,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-48342.06234,-49729.81075,-47576.22147,-21327.52148,-68667.48358,0,0,0,0,0,48342.06234,49729.81075,47576.22147,21327.52148,68667.48358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  13:00:00,16.325,23.04258388,27.09886962,22.82109351,22.67513306,21.94125782,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-62165.25498,-51500.21594,-59457.38796,-26834.47604,-86978.98666,0,0,0,0,0,62165.25498,51500.21594,59457.38796,26834.47604,86978.98666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  14:00:00,18.1625,23.70407803,25.78465237,23.14323286,23.08116505,22.21316237,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-49467.40204,-33651.77569,-43833.7869,-20270.1539,-60053.2365,0,0,0,0,0,49467.40204,33651.77569,43833.7869,20270.1539,60053.2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  15:00:00,19.0875,24.81797035,24.94962777,23.40799885,23.81437049,22.46675776,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-63881.35392,-30404.409,-42056.24514,-23026.60948,-47185.39938,0,0,0,0,0,63881.35392,30404.409,42056.24514,23026.60948,47185.39938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  16:00:00,19.9625,25.69444826,24.49378249,23.52870811,24.91262143,22.69860246,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-73613.51746,-25674.16219,-38541.36652,-28037.86022,-41656.54995,0,0,0,0,0,73613.51746,25674.16219,38541.36652,28037.86022,41656.54995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 03/02  17:00:00,20.9125,25.86955946,24.07648057,23.45375853,25.57257145,22.89280762,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-68866.07734,-21089.29815,-37759.21278,-29349.00773,-53543.11991,0,0,0,0,0,68866.07734,21089.29815,37759.21278,29349.00773,53543.11991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
